NR;Geschlecht;Alter;Nielsen;Bundesland;Arbeitsstatus;Kinder im Haushalt (<18);Haushaltsgröße;Haushaltseinkommen;Familienstand;Berufs- / Akademische Bildung;Schulbildung;Stadt;Urban (>100k Einw.);PLZ;Land;Platform;Beantwortungsdauer in Sek.;Beantwortungszeit;1. In dieser Studie, erforschen wir was Männer attraktiv macht.;2. Immer mehr Menschen nutzen Online-Banking. Dies ist eine Kontrollfrage. Bitte wählen Sie die zweite Antwort.;3. [Random Choice]:Set 1;3. [Random Choice]:Set 2;3. [Random Choice]:Set 3;3. [Random Choice]:Set 4;3. [Random Choice]:Set 5;3. [Random Choice]:Set 6;3. [Random Choice]:Set 7;3. [Random Choice]:Set 8;3. [Random Choice]:Set 9;3. [Random Choice]:Set 10;3. [Random Choice]:Set 11;3. [Random Choice]:Set 12;3. [Random Choice]:Set 13;3. [Random Choice]:Set 14;3. [Random Choice]:Set 15;3. [Random Choice]:Set 16;4. Bitte wähle das attraktivste Profil aus.;5. Bitte wähle das attraktivste Profil aus.;6. Bitte wähle das attraktivste Profil aus.;7. Bitte wähle das attraktivste Profil aus.;8. Bitte wähle das attraktivste Profil aus.;9. Bitte wähle das attraktivste Profil aus.;10. Bitte wähle das attraktivste Profil aus.;11. Bitte wähle das attraktivste Profil aus.;12. Bitte wähle das attraktivste Profil aus.;13. Bitte wähle das attraktivste Profil aus.;14. Bitte wähle das attraktivste Profil aus.;15. Bitte wähle das attraktivste Profil aus.;16. Bitte wähle das attraktivste Profil aus.;17. Bitte wähle das attraktivste Profil aus.;18. Bitte wähle das attraktivste Profil aus.;19. Bitte wähle das attraktivste Profil aus.;20. Wie würdest du dich selber auf dem politischen Spektrum einordnen?;21. Wie würdest du deine sexuelle Orientierung beschreiben?;22. Du siehst nun ein paar Begriffe. Bitte wähle die korrekte Antwort. Welcher der folgenden Begriffe passt nicht zu den anderen? Achtung: Kontrollfrage!
54;f;36;7;Thueringen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Weissensee;-;99631;DEU;Android;189;2021-07-06 10:08:46;-;Fast immer;1;1;0;1;0;1;1;0;1;1;1;0;0;1;0;1;1A;2B;-;4A;-;6C;7C;-;9A;10C;11A;-;-;14C;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
55;f;19;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;Koeln;x;51143;DEU;android;151;2021-07-06 08:59:05;-;Fast immer;1;1;0;0;1;0;0;1;1;1;0;1;0;1;1;1;1A;2B;-;-;5A;-;-;8A;9A;10C;-;12B;-;14B;15A;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
56;f;25;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbildung;Abitur / Fachabitur;Berlin;x;10625;DEU;ios;164;2021-07-06 09:53:39;-;Fast immer;1;1;0;0;0;1;1;0;0;1;1;1;1;1;0;1;1A;2C;-;-;-;6C;7C;-;-;10A;11A;12B;13C;14B;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
57;f;16;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;>5000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;Moenchengladbach;x;41238;DEU;iOS;128;2021-07-06 09:17:03;-;Fast immer;1;0;0;1;1;0;1;1;1;1;0;0;1;1;0;1;1A;-;-;4B;5C;-;7A;8A;9A;10C;-;-;13A;14B;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
58;f;24;1;Niedersachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;3 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Abitur / Fachabitur;Loxstedt;-;27612;DEU;ios;113;2021-07-06 09:00:03;-;Fast immer;1;1;0;1;1;1;0;1;0;0;0;0;1;1;1;1;1A;2B;-;4B;5C;6C;-;8A;-;-;-;-;13C;14B;15B;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
59;f;43;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Haimhausen;-;85778;DEU;Android;121;2021-07-06 11:31:18;-;Fast immer;1;0;1;1;1;1;0;0;0;0;1;1;1;1;1;0;1A;-;3B;4A;5A;6C;-;-;-;-;11C;12B;13C;14B;15B;-;Eher mittig;Bisexuell (zu beiden Geschlechtern hingezogen);Pudding
60;f;19;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;<1000€;In einer Beziehung;(Noch) kein Abschluss;Realschulabschluss;Guetersloh;-;33330;DEU;Android;111;2021-07-06 09:16:03;-;Fast immer;0;1;1;1;0;1;1;0;1;0;1;0;0;1;1;1;-;2B;3B;4A;-;6C;7C;-;9A;-;11B;-;-;14B;15B;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
61;f;41;7;Thueringen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Sankt Gangloff;-;07629;DEU;android;103;2021-07-06 10:21:44;-;Fast immer;1;0;1;1;1;1;0;1;0;0;1;1;0;1;0;1;1B;-;3B;4A;5C;6A;-;8B;-;-;11A;12C;-;14B;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
62;f;42;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Menden;-;58708;DEU;Android;97;2021-07-06 09:40:01;-;Fast immer;1;1;1;0;0;1;0;1;1;1;1;0;1;0;0;1;1C;2B;3B;-;-;6B;-;8A;9C;10B;11C;-;13C;-;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
63;f;44;6;Brandenburg;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;Jueterbog;-;14913;DEU;Android;496;2021-07-06 10:22:49;-;Fast immer;0;1;0;1;1;0;1;0;1;0;1;1;1;1;1;0;-;2C;-;4B;5C;-;7B;-;9B;-;11A;12B;13A;14C;15A;-;Eher rechts;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
64;f;34;3a;Rheinland-Pfalz;;;;;;;;Mainz;x;55126;DEU;ios;130;2021-07-06 08:59:53;-;Fast immer;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;-;-;-;4B;5C;6C;7B;-;9A;10C;11C;12C;13A;14B;-;-;Eher mittig;Homosexuell (zum gleichen Geschlecht hingezogen);Pudding
65;f;25;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;4000€ bis 5000€;In einer Beziehung;Lehre / Ausbildung;Abitur / Fachabitur;Suedbrookmerland;-;26624;DEU;iOS;190;2021-07-06 09:30:34;-;Fast immer;0;1;0;1;1;1;1;1;1;0;0;1;1;0;0;1;-;2B;-;4C;5C;6A;7C;8B;9C;-;-;12C;13B;-;-;16C;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
66;f;31;3a;Saarland;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;Saarbruecken;x;66111;DEU;android;152;2021-07-06 09:36:31;-;Fast immer;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;-;2B;3B;4A;5C;-;-;8B;9B;10C;11B;12C;-;-;15A;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
67;f;42;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Hauptschulabschluss;Grossenhain;-;01558;DEU;android;109;2021-07-06 09:02:05;-;Fast immer;0;1;1;1;1;0;1;0;1;1;1;0;0;1;1;0;-;2C;3B;4B;5A;-;7A;-;9B;10A;11B;-;-;14C;15B;-;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
68;f;55;3a;Hessen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Hauptschulabschluss;Moerfelden-Walldorf;-;64546;DEU;Android;111;2021-07-06 09:03:05;-;Fast immer;1;0;1;1;1;1;0;1;0;1;0;1;1;0;0;1;1A;-;3B;4A;5C;6A;-;8A;-;10C;-;12C;13A;-;-;16A;Eher rechts;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
69;f;20;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Regensburg;x;93051;DEU;Android;168;2021-07-06 09:28:02;-;Fast immer;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;-;-;3B;-;5C;-;-;8B;9B;10B;11B;12A;13C;14B;15C;-;Eher links;Bisexuell (zu beiden Geschlechtern hingezogen);Pudding
70;f;38;2;Nordrhein-Westfalen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Bielefeld;x;33613;DEU;Android;95;2021-07-06 09:32:17;-;Fast immer;1;1;0;0;0;1;1;1;0;1;1;1;1;0;0;1;1A;2B;-;-;-;6C;7C;8A;-;10C;11C;12C;13B;-;-;16B;Eher mittig;Keine Angaben;Pudding
71;f;16;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;>5000€;Single / Ledig;(Noch) kein Abschluss;No degree;Solingen;x;42659;DEU;iOS;172;2021-07-06 09:18:57;-;Fast immer;0;1;1;1;0;1;1;1;0;0;1;0;1;1;1;0;-;2B;3B;4A;-;6B;7A;8B;-;-;11C;-;13C;14B;15B;-;Eher mittig;Bisexuell (zu beiden Geschlechtern hingezogen);Pudding
72;f;38;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Dresden;-;01237;DEU;Android;618;2021-07-06 10:30:54;-;Fast immer;0;1;0;1;1;0;0;1;1;1;1;0;1;0;1;1;-;2C;-;4B;5C;-;-;8A;9A;10C;11A;-;13A;-;15B;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
73;f;16;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Abitur / Fachabitur;Krefeld;x;47799;DEU;ios;190;2021-07-06 09:40:29;-;Fast immer;0;0;1;1;1;1;1;1;1;0;1;0;1;1;0;0;-;-;3B;4B;5C;6B;7A;8A;9C;-;11C;-;13A;14B;-;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
74;f;38;1;Niedersachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Cuxhaven;-;27474;DEU;Android;140;2021-07-06 10:12:04;-;Fast immer;0;1;1;0;1;1;0;1;1;0;1;1;1;0;0;1;-;2C;3B;-;5A;6A;-;8A;9C;-;11C;12C;13C;-;-;16C;Eher rechts;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
75;f;43;6;Sachsen-Anhalt;;;;;;;;Stendal;-;39576;DEU;Android;570;2021-07-06 09:09:59;-;Fast immer;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;1A;2C;3B;4A;5C;6C;7C;8A;-;10B;-;-;-;14B;-;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
76;f;43;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Heinsberg;-;52525;DEU;Android;115;2021-07-06 10:03:21;-;Fast immer;1;1;1;1;1;0;0;1;0;1;1;0;0;1;0;1;1B;2B;3B;4B;5C;-;-;8B;-;10A;11C;-;-;14C;-;16B;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
77;f;27;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Augsburg;x;86159;DEU;Android;102;2021-07-06 10:32:58;-;Fast immer;0;1;0;1;1;1;0;1;1;1;0;0;1;0;1;1;-;2B;-;4A;5C;6C;-;8A;9C;10B;-;-;13C;-;15C;16B;Eher mittig;Bisexuell (zu beiden Geschlechtern hingezogen);Pudding
78;f;25;1;Schleswig-Holstein;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;1 Person;<1000€;In einer Beziehung;Lehre / Ausbildung;Abitur / Fachabitur;Borstel-Hohenraden;-;25494;DEU;iOS;98;2021-07-06 10:33:08;-;Fast immer;1;1;0;0;1;0;1;1;1;1;1;0;1;0;0;1;1A;2B;-;-;5C;-;7C;8A;9A;10C;11A;-;13A;-;-;16B;Eher mittig;Bisexuell (zu beiden Geschlechtern hingezogen);Pudding
79;f;21;3a;Hessen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Hauptschulabschluss;Wanfried;-;37281;DEU;android;70;2021-07-06 08:57:49;-;Fast immer;0;0;1;1;0;1;1;1;1;1;0;0;1;1;1;0;-;-;3B;4A;-;6C;7C;8A;9B;10C;-;-;13A;14C;15A;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
80;f;39;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;<1000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Realschulabschluss;Burscheid;-;51399;DEU;Android;109;2021-07-06 09:34:04;-;Fast immer;1;1;0;1;1;1;0;0;1;0;0;1;1;0;1;1;1A;2B;-;4B;5C;6C;-;-;9A;-;-;12B;13A;-;15A;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
81;f;46;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbildung;Abitur / Fachabitur;Krefeld;x;47800;DEU;iOS;148;2021-07-06 09:30:15;-;Fast immer;0;1;1;1;0;0;1;1;0;1;1;0;1;0;1;1;-;2B;3B;4A;-;-;7C;8B;-;10B;11C;-;13C;-;15B;16B;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
82;f;18;6;Brandenburg;;;;;;;;Fuerstenwalde/Spree;-;15517;DEU;ios;160;2021-07-06 09:03:29;-;Fast immer;1;0;1;1;1;1;1;1;1;0;0;1;0;1;0;0;1A;-;3B;4B;5C;6C;7B;8A;9A;-;-;12C;-;14B;-;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
83;f;24;3b;Baden-Wuerttemberg;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;Singen;-;78224;DEU;ios;151;2021-07-06 09:14:14;-;Fast immer;0;1;0;1;1;1;0;1;0;1;1;1;1;0;1;0;-;2B;-;4A;5C;6C;-;8A;-;10B;11C;12C;13C;-;15B;-;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
84;f;29;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Dresden;-;01067;DEU;Android;178;2021-07-06 10:18:10;-;Fast immer;0;0;1;1;1;1;0;1;0;1;1;1;1;0;0;1;-;-;3B;4B;5C;6C;-;8A;-;10C;11C;12C;13C;-;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
85;f;28;1;Hamburg;Erwerbstätig;Keine Kinder (<18) im Haushalt;Mehr als 4 Personen;>5000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;Hamburg;x;22547;DEU;iOS;135;2021-07-06 09:20:18;-;Fast immer;1;0;0;1;0;1;1;1;1;1;1;1;0;0;0;1;1A;-;-;4A;-;6C;7C;8B;9B;10C;11A;12C;-;-;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
86;f;26;1;Schleswig-Holstein;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;3 Personen;1000€ bis 2000€;In einer Beziehung;(Noch) kein Abschluss;Abitur / Fachabitur;Jerrishoe;-;24963;DEU;iOS;248;2021-07-06 10:05:01;-;Fast immer;1;1;0;1;1;0;1;0;1;1;1;1;0;0;1;0;1A;2B;-;4B;5C;-;7C;-;9B;10C;11C;12C;-;-;15B;-;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
87;f;54;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;Dortmund;x;44135;DEU;android;126;2021-07-06 09:24:13;-;Fast immer;1;0;1;1;0;0;1;1;1;0;1;1;1;1;0;0;1B;-;3B;4B;-;-;7B;8A;9C;-;11C;12C;13C;14B;-;-;Eher mittig;Homosexuell (zum gleichen Geschlecht hingezogen);Pudding
88;f;54;3a;Hessen;;;;;;;;Hanau;-;63457;DEU;Android;102;2021-07-06 09:24:32;-;Fast immer;1;1;1;1;0;0;1;1;1;0;0;1;1;0;1;0;1A;2C;3B;4A;-;-;7B;8A;9B;-;-;12B;13A;-;15C;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
89;f;23;2;Nordrhein-Westfalen;;;;;;;;Gelsenkirchen;x;45884;DEU;ios;57;2021-07-06 08:59:22;-;Fast immer;0;0;1;0;1;1;0;0;1;1;1;1;1;1;0;1;-;-;3B;-;5C;6C;-;-;9A;10C;11A;12B;13A;14B;-;16A;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
90;f;22;7;Thueringen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;4 Personen;2000€ bis 3000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;Erfurt;x;99094;DEU;ios;95;2021-07-06 09:01:35;-;Fast immer;0;0;1;1;1;0;1;1;0;1;0;1;1;0;1;1;-;-;3B;4A;5C;-;7C;8C;-;10B;-;12A;13C;-;15C;16B;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
91;f;38;1;Niedersachsen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Hauptschulabschluss;Wolfsburg;x;38446;DEU;ios;176;2021-07-06 10:18:43;-;Fast immer;1;1;1;0;0;1;1;1;1;0;1;0;1;1;0;0;1A;2B;3B;-;-;6C;7A;8A;9A;-;11A;-;13A;14B;-;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
92;f;28;3b;Baden-Wuerttemberg;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Stuttgart;x;70376;DEU;ios;81;2021-07-06 10:36:00;-;Fast immer;1;1;1;0;0;0;1;1;0;1;1;0;0;1;1;1;1C;2B;3B;-;-;-;7A;8A;-;10B;11C;-;-;14B;15B;16A;Eher mittig;Keine Angaben;Pudding
93;f;18;5;Berlin;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;In einer Beziehung;(Noch) kein Abschluss;Abitur / Fachabitur;Berlin;x;10117;DEU;ios;155;2021-07-06 09:16:44;-;Fast immer;1;1;0;1;0;1;0;0;1;1;0;1;1;1;1;0;1A;2C;-;4B;-;6A;-;-;9B;10A;-;12C;13B;14A;15A;-;Eher rechts;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
94;f;36;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Realschulabschluss;Bertsdorf-Hoernitz;-;02763;DEU;Android;173;2021-07-06 10:43:00;-;Fast immer;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;1;1A;2B;3B;4A;-;6C;7C;8A;9C;10C;-;-;-;-;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
95;f;41;1;Hamburg;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Hamburg;x;22587;DEU;Android;222;2021-07-06 10:43:59;-;Fast immer;1;1;0;0;1;1;1;0;0;1;1;1;1;1;0;0;1C;2B;-;-;5C;6A;7A;-;-;10C;11C;12C;13C;14B;-;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
96;f;26;3b;Baden-Wuerttemberg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Biberach;-;88400;DEU;Android;80;2021-07-06 09:57:09;-;Fast immer;0;1;1;0;0;1;1;1;1;0;1;0;1;1;0;1;-;2C;3B;-;-;6C;7C;8A;9B;-;11A;-;13A;14B;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
97;f;19;1;Niedersachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Emden;-;26723;DEU;ios;103;2021-07-06 09:14:34;-;Fast immer;1;0;1;1;0;0;1;1;1;0;1;1;0;0;1;1;1B;-;3B;4A;-;-;7B;8B;9B;-;11A;12C;-;-;15A;16A;Eher rechts;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
98;f;26;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;Grossheubach;-;63920;DEU;android;265;2021-07-06 10:06:43;-;Fast immer;1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;1A;2B;3B;-;5C;6B;-;8A;-;10B;11C;-;-;-;15B;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
99;f;44;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;No degree;Bad Laasphe;-;57334;DEU;Android;190;2021-07-06 09:43:22;-;Fast immer;0;1;0;0;1;1;1;1;1;1;1;0;1;1;0;0;-;2B;-;-;5C;6C;7A;8B;9A;10A;11A;-;13C;14B;-;-;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
100;f;29;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;>5000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;Wolfsburg;x;38440;DEU;ios;150;2021-07-06 10:37:42;-;Fast immer;1;0;0;0;1;1;1;1;1;1;1;0;1;0;0;1;1A;-;-;-;5C;6C;7C;8A;9C;10B;11C;-;13C;-;-;16B;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
101;f;30;3a;Hessen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Rosbach vor der Hoehe;-;61191;DEU;iOS;115;2021-07-06 10:04:45;-;Fast immer;1;1;1;0;0;1;0;1;0;0;1;1;0;1;1;1;1A;2B;3B;-;-;6C;-;8B;-;-;11C;12C;-;14B;15B;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
102;f;17;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;3000€ bis 4000€;Single / Ledig;(Noch) kein Abschluss;Abitur / Fachabitur;Kirchhundem;-;57399;DEU;ios;111;2021-07-06 09:23:09;-;Fast immer;1;0;1;0;0;1;0;1;1;1;0;1;0;1;1;1;1B;-;3B;-;-;6A;-;8B;9A;10A;-;12B;-;14C;15B;16A;Eher rechts;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
103;f;32;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Voehringen;-;89269;DEU;ios;166;2021-07-06 09:10:48;-;Fast immer;0;0;1;1;1;1;1;1;1;0;1;0;1;1;0;0;-;-;3B;4A;5C;6C;7C;8A;9B;-;11C;-;13C;14B;-;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
104;f;27;1;Schleswig-Holstein;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;2000€ bis 3000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Worth;-;21502;DEU;Android;71;2021-07-06 10:19:13;-;Fast immer;1;1;1;0;1;1;1;0;1;0;0;1;1;0;1;0;1A;2C;3B;-;5C;6C;7C;-;9A;-;-;12C;13C;-;15B;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
105;f;20;3a;Hessen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;4000€ bis 5000€;Single / Ledig;(Noch) kein Abschluss;Abitur / Fachabitur;Wiesbaden;x;65197;DEU;Android;203;2021-07-06 09:35:49;-;Fast immer;1;1;1;1;1;0;0;1;1;0;1;1;0;1;0;0;1A;2C;3B;4B;5C;-;-;8A;9B;-;11A;12C;-;14B;-;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
